,categories,seedwords,words,rseeds
27,horror,['stricken'],"['devastation', 'overtaken', 'revulsion', 'filled_eyes', 'contorting', 'dissipated', 'evident', 'despair', 'overcoming', 'distorted', 'overtaking', 'stricken_face', 'terror', 'overcame', 'witnessing', 'overwhelmed', 'blanched', 'subsiding', 'dawning', 'sickened', 'wariness', 'immobilized', 'conveying', 'hopelessness', 'overshadowed', 'beheld', 'sorrowful', 'bewilderment', 'deep_sense', 'horrified', 'diminished', 'overcome', 'horror', 'abated', 'mistrust', 'fearful', 'overrode', 'twinge', 'sheer_terror', 'overtook', 'overwhelming_sense', 'palpable', 'loathing', 'paralysed', 'stricken', 'pure_terror', 'selfloathing', 'petrified', 'outrage', 'overwhelming', 'grief', 'ebbed', 'anguish', 'indecision', 'seething', 'apprehension', 'fear', 'countenance', 'distraught', 'blankness', 'pure_fear', 'contorted', 'aghast', 'helplessness', 'elation', 'clouded', 'deep_sorrow', 'trepidation', 'distrust', 'apathy']",[34]
28,swearing_terms,['damned'],"['saint', 'condemned', 'goddamn', 'eternally', 'surely', 'insufferable', 'greedy', 'youu2019d', 'surly', 'swearing_terms', 'youacirceuroufffe', 'wouldnacirceurotradet', 'if', 'guarantee', 'naught', 'damned', 'merciful', 'acirceurobrvbar', 'otherwise', 'unworthy', 'wench', 'wager']",[14]
29,leisure,['vacation'],"['camping', 'family_trip', 'visit', 'florida', 'family_reunion', 'states', 'brighton', 'buisness_trip', 'whole_summer', 'disney_world', 'spring_break', 'visiting', 'long_weekend', 'vacation', 'holidays', 'boarding_school', 'la', 'overseas', 'summer_camp', 'family_vacation', 'road_trip', 'summer_vacation', 'hawaii', 'gap_year', 'tour', 'little_vacation', 'the_weekend', 'holiday', 'leisure', 'cruise', 'summer_break', 'vacations', 'long_vacation', 'weekend', 'bahamas', 'christmas_break', 'a_weekend', 'winter_break', 'summer', 'home_town', 'trip', 'honeymoon', 'little_trip', 'this_summer', 'nyc', 'thanksgiving', 'business_trip', 'camping_trip', 'school_trip']",[27]
30,suffering,['misfortune'],"['good_fortune', 'ignorance', 'foolishness', 'nobility', 'quarrel', 'befall', 'carelessness', 'injustice', 'feared', 'spite', 'tragedy', 'conception', 'witness', 'revolt', 'catastrophe', 'corruption', 'mortality', 'sufferings', 'wickedness', 'perhaps', 'hardships', 'ambition', 'downfall', 'destruction', 'unworthy', 'peril', 'treachery', 'exile', 'possibility', 'imprisonment', 'own_death', 'consequences', 'blindness', 'mankind', 'ridiculed', 'misfortune', 'penance', 'many_years', 'vengeance', 'repercussions', 'tyrant', 'failures', 'knowledge', 'unwittingly', 'waver', 'delusions', 'youth', 'calamity', 'idiocy', 'notion', 'great_deal', 'torment', 'stupidity', 'declaration', 'humiliation', 'privilege', 'brethren', 'deception', 'mortal', 'such_thoughts', 'cruelty', 'retribution', 'discovery', 'greatness', 'affliction', 'poverty', 'folly', 'selig', 'harsh_reality', 'selfishness', 'surely', 'ridicule', 'result', 'bloodshed', 'very_thing', 'subjected', 'foolishly', 'bad_luck', 'doubtless', 'human_life', 'borne', 'scorn', 'magnitude', 'ultimately', 'rejoice', 'delusion', 'inadvertently', 'imminent_death', 'disobedience', 'virtue', 'fate', 'brutality', 'naught', 'humility', 'horrors', 'wronged', 'devastation', 'sole_purpose', 'cowardice', 'condemned', 'thus', 'sacrifice', 'opposition', 'demise', 'heroism', 'hardship', 'isolation', 'afflicted', 'association', 'failure', 'dark_lord', 'inevitably', 'wrath', 'deeds', 'certain_death', 'consequence', 'same_fate', 'befallen', 'unfortunate', 'suffering', 'deceived', 'devotion', 'recklessness', 'undoubtedly', 'salvation', 'so_many_others']",[40]
31,royalty,['regent'],"['regent', 'next_heir', 'lord_tywin', 'renounce', 'rightful', 'imperial', 'vale', 'royalty', 'queen_victoria', 'tommen', 'deus', 'prince_william', 'yogi']",[7]
32,wealthy,['famous'],"['musician', 'publicity', 'music_business', 'famous_band', 'popular', 'singer', 'famous_boy_band', 'famous_people', 'obsessed', 'actor', 'actress', 'boy_bands', 'infamous', 'celebrity_crush', 'fashion_designer', 'famous_singer', 'next_big_thing', 'internationally', 'idol', 'popstar', 'rockstar', 'fandom', 'music_industry', 'one_direction', 'billionaire', 'performer', 'huge_fan', 'viner', 'role_model', 'belieber', 'rich_girl', 'professional_dancer', 'janoskians', 'own_band', 'great_singer', 'directioner', 'fame', 'celebrity', 'biggest_fan', 'model', 'boyband', 'coolest', 'celebrities', 'famous_boyband', 'band', 'pop_star', 'fanbase', 'biggest_boy_band', '1d', 'youtuber', 'famous', 'solo_artist', 'superstar', 'rich_kid', 'millionaire', 'wealthy', 'massive_fan', 'womanizer', 'famous_person', 'known', 'biggest_boyband', 'rich', 'talented', 'biggest_fans', 'just_a_fan', 'best_singer', 'heartthrob', 'worldwide', 'celebs', 'vine', 'pop_stars', 'boy_band']",[13]
33,tourism,['seaside'],"['seaside', 'huge_forest', 'edinburgh', 'big_ben', 'the_statue_of_liberty', 'huge_city', 'beautiful_beach', 'seashore', 'plymouth', 'great_city', 'small_beach', 'santa_monica', 'london_eye', 'tourism', 'newport', 'eiffel_tower', 'east_side', 'thames', 'hyde_park', 'beautiful_sunny_day', 'hot_summer_day', 'beaches', 'new_england', 'olympia', 'perfect_weather', 'long_island', 'sledding', 'beautiful_city']",[10]
34,furniture,['wooden'],"['giant', 'ceiling_windows', 'cream_walls', 'creaky', 'gigantic', 'plush', 'decoration', 'large', 'white_stone', 'rugs', 'furniture', 'miniature', 'wooden_walls', 'bookcases', 'light_blue_walls', 'planks', 'rusted', 'beige_walls', 'oak', 'antique', 'dusty', 'concrete_walls', 'brass', 'rectangular', 'polished', 'grey_stone', 'circular', 'bamboo', 'ornate', 'black_marble', 'intricate_designs', 'wood', 'panels', 'rectangle', 'high_ceilings', 'left_wall', 'carpeting', 'marble', 'wooden', 'granite', 'black_walls', 'tiled', 'white_marble', 'stainless_steel', 'white_walls', 'gray_walls', 'dark_wood', 'carpeted', 'polished_wood', 'flooring', 'carvings']",[15]
35,school,['advisory'],"['last_two_classes', '1st_hour', 'maths', 'chemistry_class', 'last_subject', 'math', 'sixth_period', 'biology_class', 'second_period_class', 'new_class', 'gym', 'ap_chemistry', 'advisory', 'social_studies', 'french_class', 'next_subject', 'algebra', 'homeroom_class', '2nd_hour', '6th_hour', '2nd_period', 'fourth_hour', 'geography', 'second_period', '1st_period', 'homeroom', 'ap', 'history_class', 'home_room', 'language_arts', 'second_class', 'first_block', '3rd_hour', 'english_lit', 'science', 'chem', 'science_class', 'calculus', 'second_block', 'school', 'pe_class', '4th_hour', 'trig', 'homerooms', 'maths_class', '8th_period', 'same_teacher', 'algebra_2', 'art_class', 'last_classes', 'favourite_class', 'study_hall', 'eighth_period', 'last_period_class', 'chemistry', 'fourth_period', 'drama_class', 'pe', 'next_period', '5th_period', 'second_hour', 'first_lesson', 'last_lesson', 'geometry', '3rd_period', 'first_hour', 'fifth_period', 'final_class', 'morning_class', 'home_ec', 'first_three_classes', 'ap_english', 'spanish_class', 'first_subject', 'third_period', 'first_and_second_period', '7th_period', 'third_block', 'math_class', 'class', 'same_classroom', 'history', 'physics', '5th_hour', 'world_history', 'biology', '4th_period', 'seventh_period', '6th_period']",[4]
36,magic,['legendary'],"['sidhe', 'ultimate', 'dictator', 'slayer', 'respected', 'lore', 'infamous', 'gifted', 'fey', 'allied', 'devils', 'celestial', 'protectors', 'bravest', 'elite', 'monarchy', 'seer', 'shifters', 'descendant', 'incarnation', 'immortals', 'elementals', 'rules', 'seers', 'heroes', 'shapeshifters', 'rumoured', 'deadliest', 'protector', 'witches', 'own_right', 'magic', 'descendants', 'egyptian', 'ranks', 'watchers', 'magicians', 'rumored', 'renowned', 'greatest', 'ancient', 'mage', 'legendary', 'powerful', 'rival', 'renamed', 'descendent', 'dragons', 'glorified', 'prime', 'representation', 'supreme', 'rarest', 'revered', 'destroyer', 'mythical']",[14]
37,beach,['lake'],"['sand', 'hills', 'mountains', 'waters_edge', 'grove', 'boardwalk', 'huge_tree', 'cove', 'backyard', 'lake', 'small_pond', 'sunset', 'canal', 'big_rock', 'falls', 'small_cave', 'small_lake', 'boats', 'marsh', 'mountain', 'orchard', 'stream', 'clearing', 'back_yard', 'docks', 'reef', 'campsite', 'swamp', 'small_waterfall', 'huge_lake', 'moat', 'river', 'cliffs', 'pool', 'open_field', 'pier', 'trees', 'cave', 'cliff', 'small_creek', 'little_lake', 'fountain', 'big_tree', 'garden', 'swimming_pool', 'pond', 'sea', 'shore', 'small_boat', 'lagoon', 'raft', 'ocean', 'small_stream', 'harbour', 'woods', 'hill', 'dock', 'meadow', 'lighthouse', 'gazebo', 'forest', 'beach', 'frozen_lake', 'palm_tree', 'harbor', 'sandy_beach', 'small_river', 'waterfall', 'grassy_field', 'creek', 'willow_tree', 'shoreline', 'small_clearing', 'riverbank', 'jungle', 'boat', 'river_bank', 'canyon', 'little_cave', 'little_pond', 'canoe', 'ravine']",[6]
38,journalism,['column'],"['parapet', 'flanks', 'cluster', 'fleet', 'ramparts', 'barricade', 'thicket', 'gatehouse', 'journalism', 'ridge', 'hillside', 'warship', 'sentries', 'mass', 'reeds', 'columns', 'javelins', 'column', 'arc', 'arch', 'tapestry', 'gangway', 'defenders', 'mountainside', 'pillars', 'crest', 'spire', 'procession', 'cavalry', 'citadel', 'valley', 'sphere', 'decks', 'riverbank', 'auxiliaries', 'cohort', 'oars', 'trollocs', 'horsemen', 'trireme', 'marsh', 'battlements', 'pillar', 'sentry', 'turret', 'rear', 'centurions', 'flagship', 'marines', 'mast', 'plateau', 'britons', 'mount', 'dais', 'erected', 'outer_wall', 'cavern', 'hull', 'formation', 'stone_wall', 'legionaries', 'base', 'cathedral', 'rampart', 'main_body', 'archers', 'passage', 'palisade', 'slope']",[31]
39,morning,['toast'],"['omelette', 'waffles', 'plate', 'noodles', 'biscuit', 'bread', 'bacon', 'cereal', 'pop_tart', 'macaroni', 'sandwich', 'scrambled_eggs', 'omelet', 'toast', 'banana', 'chocolate_cake', 'toasted_bread', 'waffle', 'spaghetti', 'bagel', 'mashed_potatoes', 'pancakes', 'morning', 'chocolate_chip_pancakes', 'grilled_cheese', 'garlic_bread', 'eggs', 'sausage', 'sandwhich', 'pasta', 'orange_juice', 'pancake', 'lasagne', 'oatmeal', 'muffin', 'french_toast', 'lasagna']",[1]
40,banking,['financial'],"['certified', 'administration', 'citizenship', 'investments', 'fund', 'law_enforcement', 'promotes', 'investors', 'resource', 'employers', 'specialist', 'medical', 'banker', 'funding', 'global', 'pension', 'real_estate', 'banking', 'researcher', 'accounting', 'transactions', 'medical_field', 'executive', 'participation', 'provider', 'regulation', 'finance', 'agencies', 'contribution', 'marketing', 'qualifications', 'corporation', 'specialists', 'policy', 'commerce', 'payments', 'allowances', 'exempted', 'industry', 'finances', 'funded', 'agriculture', 'financial', 'investment', 'consultant', 'contractors', 'benefactor', 'political', 'donation']",[13]
41,social_media,['forum'],"['synopsis', 'whole_page', 'forum', 'short_stories', 'maps', 'titles', 'oneshots', 'graphs', 'prompt', 'compiled', 'posts', 'poll', 'accounts', 'publishers', 'pc', 'illustrations', 'collections', 'manuscript', 'passages', 'lists', 'manuscripts', 'advertisements', 'bulletin', 'drafts', 'users', 'links', 'entries', 'editors', 'recommendations', 'below', 'next_section', 'other_sites', 'amazon', 'libraries', 'biographies', 'profiles', 'writings', 'scriptures', 'forums', 'profile_page', 'webpage', 'diagrams', 'social_media', 'website', 'prompts', 'sites', 'icons', 'websites']",[26]
42,exercise,['fitness'],"['combat_skills', 'exercising', 'martial', 'excelling', 'swordsmanship', 'discipline', 'techniques', 'production', 'fitness', 'physical_strength', 'etiquette', 'academics', 'academic', 'hone', 'skill', 'teamwork', 'workouts', 'tournaments', 'expertise', 'cardio', 'practices', 'martial_arts', 'trainings', 'efficiency', 'specializes', 'skills', 'sword_fighting', 'athletes', 'stamina', 'exercise', 'activities', 'beginners', 'athletics', 'natural_talent', 'psychology', 'accounting', 'mathematics', 'functions', 'improving', 'participation', 'exercises', 'mechanics', 'physical_education', 'recreation', 'development', 'excelled', 'anatomy', 'flexibility', 'sciences', 'educational', 'engineering', 'excel', 'endurance', 'coordination', 'majors', 'fighting_skills', 'learning', 'industry', 'curriculum', 'agriculture', 'physical_activity', 'arts', 'social_skills', 'percentage', 'survival_skills', 'sport', 'mastering']",[15]
43,night,['nightmarish'],"['recurring', 'different_sort', 'frightful', 'a_hundred_years_ago', 'wildest', 'night', 'plagues', 'dreamlike', 'malevolent', 'catastrophic', 'complete_mystery', 'commonplace', 'lucid', 'inexplicable', 'nightmarish', 'hellish', 'forgettable', 'traumatizing', 'revisiting', 'untroubled']",[22]
44,kill,['hound'],"['boar', 'mutt', 'silver_wolf', 'lioness', 'cub', 'large_wolf', 'hell_hound', 'shewolf', 'snarling', 'minotaur', 'harpy', 'chimera', 'serpent', 'hound', 'beast', 'lion', 'fawn', 'titan', 'giant_wolf', 'wild_boar', 'drakon', 'other_wolf', 'hellhound', 'flanks', 'griffin', 'rearing', 'brown_wolf', 'lizard', 'scorpion', 'demon', 'jaguar', 'cougar', 'hydra', 'rhino', 'warg', 'hounds', 'dwarf', 'stag', 'cobra', 'mountain_lion', 'reptile', 'black_wolf', 'deer', 'slayer', 'large_dog', 'bandit', 'feline', 'canine', 'female_wolf', 'cerberus', 'falcon', 'colt', 'dragon', 'tiger', 'rabid_dog', 'gazelle', 'orc', 'vulture', 'coyote', 'creature', 'carcass', 'rodent', 'huge_wolf', 'nymph', 'rabbit', 'giant', 'badger', 'crow', 'rider', 'wolf', 'manticore', 'darkclaw', 'grey_wolf', 'wraith', 'viper', 'great_beast', 'kill', 'stallion', 'gray_wolf', 'crocodile', 'fox', 'snake', 'scarecrow', 'like_creature', 'cyclops', 'ghoul', 'panther', 'flank', 'goat', 'ogre']",[74]
45,blue_collar_job,['pizzeria'],"['restaraunt', 'small_restaurant', 'little_shop', 'little_restaurant', 'small_coffee_shop', 'cafe', 'coffee_house', 'small_cafu00e9', 'resteraunt', 'shopping_center', 'resturant', 'pizza_parlor', 'clubhouse', 'small_diner', 'blue_collar_job', 'pizza_place', 'pizza_shop', 'little_diner', 'little_cafe', 'pizzeria', 'small_cafe', 'ice_cream_parlor', 'diner']",[8]
46,art,['song'],"['stupid_song', 'last_note', 'art', 'same_song', 'kiss_me', 'sad_song', 'old_songs', 'katy_perrys', 'acoustic_version', 'dark_horse', 'midnight_memories', 'own_song', 'rock_me', 'summer_love', 'bruno_mars', 'instrumental', 'david_guetta', 'ed_sheerans', 'old_song', 'favorite_song', 'lorde', 'jason_derulo', 'lyric', 'last_chorus', 'first_song', 'single_song', 'perfect_song', 'heartbreak_girl', 'the_a_team', 'different_song', 'first_verse', 'only_song', 'new_song', 'few_songs', 'familiar_song', 'remix', 'beautiful_song', 'little_song', 'favourite_song', 'favourite_songs', 'skinny_love', 'background_music', 'next_verse', 'whole_album', 'favorite_songs', 'second_verse', 'last_verse', 'sing', 'random_song', 'next_song', 'riff', 'original_song', 'keha', 'other_song', 'first_chorus', 'first_notes', 'lego_house', 'harmonies', 'different_songs', 'taylor_swift_song', 'theme_song', 'last_song', 'hit_song', 'jason_mraz', 'whole_song', 'heart_attack', 'other_songs', 'skyscraper', 'many_songs', 'second_song', 'entire_song', 'little_things', 'owl_city', 'taylor_swifts', 'guitar_solo', 'random_songs', 'song']",[12]
47,ridicule,['embarrassing'],"['annoying', 'adorable', 'funny', 'bad', 'weird', 'depressing', 'dramatic', 'offensive', 'bothersome', 'upsetting', 'disturbing', 'confusing', 'bizarre', 'awful', 'predictable', 'distracting', 'awkward', 'forgetful', 'shocking', 'believable', 'akward', 'lame', 'terrible', 'hurtful', 'outrageous', 'embarrassed', 'obvious', 'humiliating', 'frustrating', 'unbelievable', 'unfair', 'embarrassing', 'creepy', 'wierd', 'ironic', 'embarassed', 'rude', 'unattractive', 'horrible', 'mortifying', 'retarded', 'corny', 'pathetic', 'cheesy', 'surprising', 'disappointing', 'immature', 'childish', 'hypocritical', 'embarrased', 'insulting', 'ridicule', 'rediculous', 'disgusting', 'clichu00e9', 'gross', 'uncomfortable', 'hilarious', 'unrealistic', 'cute', 'irritating', 'attractive', 'flattering', 'embarassing', 'untrue', 'inconvenient', 'unprofessional', 'ridiculous', 'embarrasing', 'absurd', 'nervous', 'idiotic', 'scary', 'interesting', 'silly', 'inappropriate', 'stupid', 'amusing', 'clumsy', 'melodramatic', 'entertaining']",[68]
48,play,['comic'],"['comic', 'jk_rowling', 'supernatural', 'classic', 'quotes', 'john_green', 'macbeth', 'comic_books', 'science_fiction', 'biography', 'stephen_king', 'compilation', 'romances', 'graphics', 'veronica_roth', 'edgar_allen_poe', 'wuthering_heights', 'star_wars', 'classics', 'black_butler', 'romeo_and_juliet', 'romance_books', 'jane_eyre', 'quote', 'referenced', 'add', 'favourite_book', 'novels', 'edition', 'charles_dickens', 'the_great_gatsby', 'illustrations', 'hetalia', 'amateur', 'historical', 'favourite_books', 'collections', 'harry_potter_series', 'the_mortal_instruments', 'suzanne_collins', 'tv_series', 'animes', 'manga', 'favorite_books', 'favorite_author', 'references', 'diaries', 'romance_novels', 'trilogy', 'play', 'advertising', 'biographies', 'tfios', 'the_maze_runner', 'nicholas_sparks', 'labeling', 'jane_austen', 'many_books', 'william_shakespeare', 'tv_shows', 'comics', 'teen_fiction', 'divergent', 'anime', 'genres', 'star_trek']",[43]
49,computer,['scanner'],"['sensor', 'metal_plate', 'unlock_button', 'stylus', 'lens', 'smartphone', 'directory', 'control_panel', 'switches', 'touch_screen', 'combination_lock', 'little_screen', 'coordinates', 'ear_piece', 'screwdriver', 'screen', 'lever', 'gadget', 'sonic_screwdriver', 'controls', 'printer', 'sensors', 'red_dot', 'business_card', 'cursor', 'metal_door', 'padlock', 'glass_case', 'computer', 'transmitter', 'casing', 'chart', 'monitors', 'latch', 'pager', 'file_cabinet', 'few_buttons', 'key_chain', 'desktop', 'desk_drawer', 'small_key', 'tablet', 'shaky_hands', 'fingerprint', 'pad', 'machine', 'filing_cabinet', 'tab', 'disk', 'envelopes', 'small_button', 'slot', 'capsule', 'small_compartment', 'microscope', 'device', 'keycard', 'key_pad', 'cylinder', 'recorder', 'walkietalkie', 'keypad', 'small_screen', 'enter', 'briefcase', 'passcode', 'security_camera', 'projector', 'barcode', 'red_button', 'monitor', 'metal_box', 'glove_box', 'scanners', 'glove_compartment', 'booklet', 'key_card', 'dial', 'more_papers', 'console', 'levers', 'desk_drawers', 'cockpit', 'hologram', 'black_box', 'panel', 'scanner', 'dials', 'silver_key', 'communicator', 'earpiece', 'metal_detector', 'folder', 'manila_folder', 'button', 'small_device', 'key_ring', 'probe', 'file', 'keyhole', 'id_card']",[82]
50,college,['graduating'],"['sophmore', 'harvard', 'attending', 'the_first_year', 'year_12', 'junior_year', 'graduation', 'first_week', 'full_scholarship', 'different_colleges', 'dream_college', 'my_second_year', 'secondary_school', 'sophomore', 'summer_break', 'college_classes', 'more_year', 'last_day', 'my_third_year', '12th_grade', 'uni', 'the_second_year', 'community_college', 'graduate', 'tenth_grade', '11th_grade', 'julliard', 'eleventh_grade', 'stanford', 'year_11', 'my_freshman_year', 'high_school', 'our_second_year', 'my_junior_year', 'ucla', 'enrolled', 'same_high_school', 'next_year', 'summer_vacation', 'same_college', 'summer_school', 'schooling', 'senior_year', 'medical_school', 'graduates', 'graduated', 'law_school', 'first_semester', 'my_last_year', 'dream_school', 'junior', 'highschool', 'collage', 'senior', 'med_school', 'third_year', 'enrolling', 'this_fall', 'middle_school', 'sophmore_year', 'final_year', '10th_grade', 'last_year', 'summer_holidays', 'second_year', 'this_year', 'sixth_form', 'gap_year', 'graduating', 'next_month', 'valedictorian', 'usc', 'yale', 'college', 'her_first_year', 'first_year', 'nyu', 'my_senior_year', 'last_semester', 'sophomore_year', 'university', 'our_first_year', 'same_university', 'my_first_year', 'online_classes', 'christmas_break', 'two_more_years', 'second_semester', 'enroll']",[30]
51,optimism,['happiness'],"['pride', 'happieness', 'so_much_joy', 'craziness', 'affection', 'longing', 'normality', 'serenity', 'excitement', 'calmness', 'void', 'guilt', 'new_hope', 'hatred', 'unconditional_love', 'hapiness', 'emptiness', 'many_emotions', 'life', 'passion', 'sorrow', 'pure_happiness', 'happines', 'loneliness', 'little_spark', 'evilness', 'glee', 'adoration', 'disappointment', 'optimism', 'betrayal', 'remembrance', 'kindness', 'grief', 'pure_love', 'torment', 'innocence', 'giddiness', 'positivity', 'emotion', 'great_joy', 'determination', 'pure_joy', 'misery', 'insecurity', 'spark', 'clarity', 'gladness', 'heartbreak', 'compassion', 'admiration', 'contentment', 'anguish', 'happyness', 'so_much_love', 'elation', 'regret', 'freedom', 'nostalgia', 'devastation', 'so_much_happiness', 'heartache', 'bliss', 'joy', 'happiness', 'despair', 'enthusiasm', 'such_joy', 'hopelessness', 'enjoyment', 'gratitude', 'world', 'euphoria', 'happy_memories', 'madness', 'suffering', 'hope', 'true_happiness', 'sadness', 'unhappiness']",[4]
52,stealing,['eyewitness'],"['', 'eyewitness', 'stealing']",[58]
53,real_estate,['relocate'],"['relocate', 'infiltrate', 'adventure', 'patrol', 'fund', 'rebuilding', 'states', 'vacate', 'overseas', 'builders', 'transport', 'dc', 'other_countries', 'enlisted', 'deployed', 'recruited', 'organise', 'police_force', 'immigrants', 'scouting', 'scout', 'establish', 'fallujah', 'evacuated', 'oversee', 'uproot', 'sponsor', 'hire', 'transfer', 'loot', 'reside', 'recruiting', 'brief', 'armed_forces', 'other_states', 'regroup', 'house', 'negotiate', 'target', 'migrate', 'evacuate', 'transporting', 'sinnoh', 'host', 'training_camp', 'enlist', 'province', 'agency', 'drafted', 'dispatch', 'real_estate', 'promoted', 'relocated', 'reunite', 'marines', 'bypass', 'south_america', 'supply', 'funded', 'supervise', 'recruit', 'rebuild', 'retire', 'conduct', 'safe_house', 'quarantined', 'travel', 'renovate', 'resign', 'housing', 'tour', 'evicted', 'bomb', 'disbanded', 'us', 'assemble', 'other_cities', 'undercover', 'the_united_kingdom', 'arrange', 'enroll']",[28]
54,home,['stair'],"['escalator', 'long_stairs', 'home', 'spiral_staircase', 'spiral_stair_case', 'the_last_few_steps', 'small_hallway', 'porch_stairs', 'living_room', 'long_hall', 'parents_room', 'long_hallway', 'kitchen', 'second_flight', 'large_staircase', 'sisters_room', 'brothers_room', 'porch_steps', 'dinning_room', 'winding_staircase', 'hall', 'stair_way', 'last_stair', 'main_floor', 'front_door', 'stone_stairs', 'last_step', 'upstairs', 'fire_escape', 'staircase', 'guest_bathroom', 'hall_way', 'stairwell', 'spiral_stairs', 'random_room', 'dark_hallway', 'marble_stairs', 'front_room', 'parents_bedroom', 'staires', 'concrete_stairs', 'staris', 'bed_room', 'stairway', 'basement_stairs', 'carpeted_stairs', 'stairs', 'long_staircase', 'few_stairs', 'more_stairs', 'narrow_hallway', 'small_hall', 'concrete_steps', 'wooden_staircase', 'grand_staircase', 'stair_case', 'stair', 'bath_room', 'metal_stairs', 'wooden_steps', 'steps', 'upstair', 'bedroom', 'wooden_stairs', 'downstairs', 'livingroom', 'second_floor', 'creaky_stairs', 'short_hallway', 'moms_room', 'steep_stairs', 'front_steps', 'hallway']",[71]
55,divine,['fate'],"['good_fortune', 'humanity', 'destinies', 'kingdom', 'new_world', 'revolution', 'decision', 'legacy', 'fates', 'tragedy', 'prophecy', 'evil', 'human_race', 'life', 'own_fate', 'catastrophe', 'curse', 'mortality', 'downfall', 'beliefs', 'destruction', 'exile', 'trials', 'inevitable', 'consequences', 'loyalty', 'bloodline', 'mankind', 'misfortune', 'council', 'desires', 'bargain', 'higher_power', 'rebirth', 'fated', 'afterlife', 'prevail', 'choices', 'lives', 'mortal', 'destined', 'future', 'doomed', 'wishes', 'rebellion', 'own_free_will', 'greatness', 'alas', 'existence', 'society', 'unity', 'very_thing', 'enlightenment', 'human_life', 'eternal_life', 'ultimately', 'fate', 'universe', 'judgement', 'greater_good', 'better_world', 'true_love', 'resurrection', 'immortality', 'sacrifice', 'demise', 'free_will', 'divine', 'souls', 'deeds', 'own_will', 'madness', 'consequence', 'own_path', 'realm', 'true_nature', 'destiny', 'next_life', 'other_world', 'judgment', 'forces', 'salvation']",[10]
56,sexual,['coupling'],"['lovemaking', 'coupling', 'masturbation', 'potency', 'gratification', 'enmity', 'temper', 'opposite_effect', 'attribute', 'rightness', 'sexual', 'aspiration']",[110]
57,fear,['unbridled'],"['', 'fear', 'unbridled']",[1]
58,irritability,['frustration'],"['anxiousness', 'frustrations', 'annoyance', 'angrily', 'relief', 'groan', 'fists', 'despair', 'hysteria', 'pure_anger', 'impatience', 'disappointment', 'disgust', 'frustrated', 'fustration', 'anger', 'fury', 'protest', 'discontent', 'triumph', 'rage', 'irritability', 'resignation', 'tiredness', 'resentment', 'disapproval', 'agitation', 'indignation', 'defeat', 'panic', 'distaste', 'own_anger', 'displeasure', 'pure_rage', 'agony', 'aggravation', 'outrage', 'anguish', 'frustration', 'seething', 'apprehension', 'fear', 'frustratingly', 'pure_frustration', 'irritation', 'disdain', 'pain', 'fist', 'confusion', 'clenched_fists', 'contempt', 'inwardly', 'defiance', 'exasperation', 'exasperated', 'frustratedly', 'satisfaction', 'huff', 'desperation']",[42]
59,superhero,['samurai'],"['platoon', 'reaper', 'superhero', 'swordsmen', 'vulcan', 'wielder', 'anbu', 'troop', 'kunoichi', 'henchmen', 'commander', 'elf', 'wielding', 'adversary', 'wielded', 'shinobi', 'general', 'swordsman', 'ranger', 'samurai', 'dwarf', 'executioner', 'champion', 'shaman', 'mage', 'comrade', 'archer', 'knights', 'assassin', 'soldier', 'necromancer', 'mercenary', 'henchman']",[9]
60,business,['financial'],"['state', 'occupation', 'fund', 'law_enforcement', 'investors', 'specialist', 'congress', 'funding', 'researcher', 'accounting', 'bribes', 'prestige', 'obligations', 'provider', 'regulation', 'acquisition', 'companies', 'industry', 'finances', 'contractors', 'departments', 'resource', 'employers', 'constitution', 'global', 'transactions', 'medical_field', 'executive', 'enterprise', 'participation', 'bankruptcy', 'finance', 'other_companies', 'proposals', 'qualifications', 'payments', 'allowances', 'investment', 'certified', 'investments', 'agency', 'investing', 'pension', 'real_estate', 'contribution', 'provision', 'educating', 'employment', 'corporation', 'specialists', 'policy', 'contractor', 'funded', 'financial', 'governing', 'benefactor', 'conduct', 'political', 'punctuality', 'communications', 'donation', 'administration', 'citizenship', 'business', 'fbi', 'promotes', 'payroll', 'detrimental', 'medical', 'banker', 'carer', 'agencies', 'marketing', 'institution', 'minor', 'handling', 'commerce', 'exempted', 'mi6', 'agriculture', 'consultant']",[26]
61,driving,['expressway'],"['black_hummer', 'free_way', 'black_sedan', 'ferrari', 'escalade', 'rented_car', 'interstate', 'subdivision', 'last_car', 'black_range_rover', 'ducati', 'service_station', 'parking_area', 'several_cars', 'back_roads', 'second_car', 'high_way', 'red_sports_car', 'long_drive_way', 'parking_lots', 'station_wagon', 'main_street', 'police_cruiser', 'race_track', 'parkinglot', 'sports_car', 'main_highway', 'yellow_car', 'back_road', 'black_suv', 'suv', 'jeeps', 'petrol_station', 'small_parking_lot', 'wrong_lane', 'familiar_road', 'dealership', 'car_lot', 'little_car', 'u_turn', 'school_car_park', 'old_truck', 'uturn', 'black_motorcycle', 'freeway', 'driving', 'black_porsche', 'black_sports_car', 'golf_cart', 'motorway', 'parking', 'expressway', 'yellow_cab', 'usual_parking_spot', 'next_exit', 'pickup_truck', 'loading_dock', 'winding_road', 'school_lot']",[67]
