,categories,seedwords,words
50,college,"['schoolers', 'office', 'excel', 'admission', 'institution']","['university', 'excel', 'admissions', 'institution', 'admission', 'schoolers', 'office', 'college']"
51,optimism,"['perseverance', 'enjoyable', 'yearn', 'happiness', 'knowledge']","['yearn', 'human_condition', 'inner_peace', 'selfdiscipline', 'nurturing', 'satisfactions', 'intellect', 'own_sake', 'human_spirit', 'own_sense', 'cleverness', 'vocation', 'immortality', 'modesty', 'enlightenment', 'solitude', 'catharsis', 'connectedness', 'selffulfillment', 'strangeness', 'good_sense', 'enjoyment', 'empathy', 'strong_sense', 'inner_strength', 'pleasure', 'caring', 'optimism', 'everyday', 'good_manners', 'keen_sense', 'compulsion', 'benevolence', 'instinct', 'selfknowledge', 'pluck', 'naivete', 'selfexpression', 'human_nature', 'happiness', 'ingenuity', 'insight', 'unconditional_love', 'better_world', 'eloquence', 'passion', 'joy', 'gentleness', 'good_humor', 'selfrespect', 'yearning', 'humility', 'transcendence', 'reverence', 'fullness', 'altruism', 'fortitude', 'graciousness', 'selfconfidence', 'constancy', 'perseverance', 'affection', 'eccentricity', 'individuality', 'profundity', 'familiarity', 'thoughtfulness', 'intimacy', 'resourcefulness', 'selfawareness', 'knowledge', 'intuition', 'togetherness', 'selfimprovement', 'real_sense', 'fullest', 'selfcontrol', 'fulfillment', 'curiosity', 'contentment', 'modicum', 'material_things', 'enjoyable', 'introspection', 'longing', 'bliss']"
52,stealing,"['monetary', 'responsible', 'theft', 'violation', 'rob']","['other_crimes', 'prosecutions', 'vandalism', 'illegal_activities', 'criminal_activities', 'misuse', 'negligence', 'sabotage', 'counterfeiting', 'federal_crime', 'extortion', 'unlawful', 'deadly_force', 'violation', 'noncompliance', 'abetting', 'laundering', 'illegal_acts', 'blackmail', 'monetary', 'criminal_violations', 'forfeiture', 'stealing', 'confiscation', 'trespassing', 'such_violations', 'money_laundering', 'concealing', 'wrongfully', 'fraud', 'criminal_activity', 'terrorist_act', 'criminally', 'violating', 'violated', 'other_violations', 'responsible', 'allege', 'negligent', 'seizure', 'obstructing', 'insurance_fraud', 'violators', 'criminal_intent', 'firearm', 'violate', 'illegal_use', 'liable', 'stolen_property', 'evade', 'criminal_act', 'confiscate', 'criminal_prosecution', 'criminal_acts', 'rob', 'reasonable_suspicion', 'criminal_negligence', 'defraud', 'theft', 'trespass', 'forgery', 'misrepresentation', 'government_property', 'coercion', 'apprehending', 'unlawfully', 'misdemeanor', 'foreign_government', 'misappropriation', 'felony', 'serious_violations', 'collusion', 'tampering', 'identity_theft', 'other_abuses', 'illegal_activity', 'credit_card_fraud', 'thefts', 'public_nuisance', 'criminal_offense', 'gross_negligence', 'criminal_conduct', 'contraband', 'lawful', 'violations', 'misusing', 'embezzlement', 'criminal_offenses', 'other_offenses', 'bribery', 'illegality', 'alleged', 'illegal', 'illegal_sales']"
53,real_estate,"['duplex', 'suburban', 'cheap', 'upkeep', 'mansion']","['landscaping', 'brownstones', '20_acres', 'villas', 'old_house', 'guesthouse', 'prime_location', 'old_houses', 'real_estate', 'suburban', 'barns', 'winterized', 'lakefront', 'chalet', 'family_house', 'three_acres', 'townhouse', 'large_homes', 'stables', 'spacious', 'cheap', 'river_views', 'small_hotel', 'rental_apartment', 'remodeling', 'dwelling', 'old_farmhouse', 'living_space', 'manor', 'four_acres', 'beachfront', 'second_home', 'penthouse', 'old_home', 'gated', 'colonials', 'bungalow', 'large_house', 'bungalows', 'brownstone', 'farmhouse', 'many_houses', 'oceanfront', 'upkeep', '12_acres', 'greek_revival', 'inn', 'gated_community', 'six_acres', 'luxurious', 'cabanas', 'bedroom_house', 'outbuildings', 'historic_building', 'mansions', 'duplex', 'water_views', '200year', 'town_house', 'most_houses', 'old_buildings', 'swimming_pool', 'amenity', 'bedandbreakfast', '10_acres', 'victorian_house', 'chateau', 'small_rooms', 'house', 'cottages', 'mansion', 'private_house', 'two_acres', 'victorian', 'high_ceilings', 'subdivision', 'gatehouse', 'furnishings', 'cottage', 'dilapidated', 'small_house', 'big_houses', 'main_house']"
54,home,"['chore', 'cooking', 'suburban', 'bedroom', 'mansion']","['next_door', 'kitchen', 'old_house', 'top_floor', 'guesthouse', 'big_house', 'dining_room', 'chore', 'bedroom', 'suburban', 'beach_house', 'living_area', 'shack', 'dream_house', 'family_house', 'barn', 'studio_apartment', 'parlor', 'guest_room', 'small_apartment', 'summer_house', 'small_hotel', 'cooking', 'pantry', 'dwelling', 'old_farmhouse', 'new_apartment', 'manor', 'downstairs', 'home', 'sitting_room', 'old_apartment', 'bungalow', 'room_house', 'large_house', 'formal_dining_room', 'lodge', 'tiny_room', 'wine_cellar', 'farmhouse', 'living_room', 'front_room', 'ranch_house', 'villa', 'outhouse', 'inn', 'hot_tub', 'bedroom_house', 'laundry', 'duplex', 'country_house', 'dining_rooms', 'kitchens', 'new_house', 'upstairs', 'swimming_pool', 'bedandbreakfast', 'hearth', 'victorian_house', 'double_bed', 'guest_house', 'great_room', 'small_rooms', 'house', 'story_house', 'cottages', 'laundry_room', 'mansion', 'private_house', 'family_room', 'master_bedroom', 'victorian', 'small_room', 'cottage', 'motel', 'small_house', 'own_room', 'loft', 'main_house']"
55,divine,"['biblical', 'rapture', 'deity', 'heavens', 'religious']","['catholicism', 'righteousness', 'jewish_tradition', 'religiosity', 'apparitions', 'biblical', 'mythic', 'sacred', 'greek_mythology', 'christianity', 'brotherhood', 'hebrews', 'mysticism', 'piety', 'gospels', 'divinity', 'mythological', 'enlightenment', 'nobility', 'exaltation', 'holiness', 'religious', 'angels', 'deities', 'deity', 'divine', 'idolatry', 'temporal', 'oneness', 'earthly', 'ancient_greeks', 'mystical', 'the_holy_spirit', 'buddha', 'krishna', 'saints', 'jesus', 'humankind', 'voodoo', 'damnation', 'pagan', 'disciples', 'mythology', 'spiritual', 'human_sacrifice', 'mystic', 'prophet', 'crucifixion', 'common_people', 'socrates', 'reverence', 'heavens', 'prophets', 'veneration', 'buddhist', 'apostles', 'hinduism', 'goddess', 'spirit_world', 'buddhism', 'blackness', 'afterlife', 'god', 'holy', 'sinners', 'martyrdom', 'religious_fervor', 'devout', 'gods', 'christian_faith', 'superstition', 'gospel', 'spiritualism', 'eternal', 'spirituality', 'jesus_christ', 'christ', 'rapture', 'subconscious', 'second_coming', 'religious_experience', 'preaching', 'humanism', 'satan']"
56,sexual,"['kiss', 'kinky', 'spanking', 'horny', 'porno']","['cooing', 'bawling', 'mutters', 'weep', 'mutt', 'ass', 'horny', 'mutter', 'sweetie', 'caressing', 'slut', 'clutches', 'pats', 'exclaims', 'kissed', 'clutch', 'big_eyes', 'kissing', 'nightgown', 'frowning', 'stroke', 'caress', 'long_blond_hair', 'fondle', 'blushing', 'mommy', 'sighs', 'murmurs', 'whispering', 'cooed', 'old_lady', 'whines', 'moan', 'demurely', 'whiskers', 'hug', 'murmur', 'red_dress', 'whispers', 'babe', 'cheeks', 'squirm', 'leering', 'kisses', 'cradle', 'sigh', 'screams', 'kitten', 'glares', 'kneel', 'yells', 'laughing', 'beautiful_girl', 'faint', 'petted', 'cuddling', 'whisper', 'sneers', 'clap', 'nod', 'mumbled', 'coos', 'gasp', 'taunts', 'snarls', 'holler', 'shrieks', 'shriek', 'plaintively', 'giggled', 'grins', 'shyly', 'exclaiming', 'squeal', 'growl', 'gag', 'whore', 'moans', 'pretty_girl', 'undressed', 'dressed', 'exclaim', 'little_old_lady', 'blush', 'cuddle', 'porno', 'giggling', 'yell', 'tickled', 'kinky', 'grin', 'shouts', 'giggle', 'hello', 'whistle', 'spanking', 'mama', 'sexual', 'pigtails', 'hiss', 'slaps', 'teddy_bear', 'wanna', 'murmured', 'smile', 'mumbles', 'mum', 'growls', 'kiss', 'mumble', 'bathroom_mirror', 'undress', 'sob']"
57,fear,"['unbridled', 'uneasiness', 'fear', 'anticipation', 'frightening']","['growing_sense', 'perplexity', 'anxieties', 'annoyance', 'fearful', 'general_sense', 'outrage', 'pessimism', 'dread', 'frustration', 'pervasive_sense', 'trepidation', 'fears', 'complacency', 'disgust', 'fatalism', 'inevitability', 'indignation', 'ambivalence', 'hesitancy', 'paranoia', 'uneasiness', 'jitters', 'unbridled', 'worries', 'cynicism', 'unhappiness', 'fear', 'anger', 'resentment', 'anticipation', 'elation', 'agitation', 'weariness', 'anxiety', 'revulsion', 'discouragement', 'disquiet', 'unease', 'worry', 'foreboding', 'apathy', 'distrust', 'hopelessness', 'discomfort', 'strong_emotions', 'fury', 'insecurity', 'bewilderment', 'despair', 'boredom', 'helplessness', 'hysteria', 'discontent', 'frightening', 'indifference', 'nervousness', 'exhilaration', 'apprehension', 'unpleasantness', 'rage', 'resentments', 'anguish', 'vulnerability', 'euphoria', 'indecision', 'panic', 'irritation', 'uncertainty', 'puzzlement', 'wariness', 'impatience']"
58,irritability,"['laziness', 'irritable', 'aggression', 'aggravate', 'snappy']","['defensiveness', 'irritable', 'amorality', 'aggression', 'regimentation', 'foolishness', 'irritability', 'disorientation', 'rigidity', 'mood_swings', 'selfpity', 'coarseness', 'incoherence', 'delusion', 'insidious', 'savagery', 'selfloathing', 'rudeness', 'lethargy', 'reflex', 'chauvinism', 'cruelty', 'selfrighteousness', 'snappy', 'lassitude', 'shyness', 'fatalism', 'timidity', 'unnatural', 'sloth', 'paranoia', 'malevolence', 'selfcontrol', 'conversely', 'muddle', 'nagging', 'gluttony', 'selfdeception', 'physical_violence', 'agitation', 'unrelenting', 'inhibition', 'belligerence', 'laziness', 'aggravate', 'neediness', 'forgetfulness', 'coldness', 'passivity', 'ennui', 'victimization', 'hopelessness', 'insecurity', 'menace', 'boredom', 'helplessness', 'bullying', 'uncontrollable', 'callousness', 'selfpreservation', 'smugness', 'human_suffering', 'irrationality', 'recklessness', 'cowardice', 'selfishness', 'powerlessness', 'incomprehension', 'meanness', 'proclivity', 'fanaticism', 'impulsiveness', 'avoidance', 'stupidity']"
59,superhero,"['disguise', 'costume', 'superpower', 'legendary', 'cape']","['samurai', 'magician', 'superpower', 'sorcerer', 'headdress', 'spectacles', 'talisman', 'flamboyantly', 'geisha', 'courtesan', 'top_hat', 'matador', 'disguises', 'tutu', 'jester', 'bullfighter', 'superhero', 'panache', 'fedora', 'disguise', 'corset', 'garb', 'legendary', 'own_creation', 'costume', 'cape', 'insouciance', 'chameleon', 'mask', 'kimono', 'wig', 'fetish', 'prop', 'peacock', 'beret', 'imitation', 'pirate']"
60,business,"['office', 'trade', 'manager', 'planning', 'portfolio']","['purchasing', 'president', 'manager', 'business', 'firm', 'trade', 'portfolio', 'consulting_firm', 'managing', 'finance', 'planning', 'office', 'investment', 'investment_firm']"
61,driving,"['taxi', 'convoy', 'cruiser', 'pothole', 'radio']","['cruiser', 'guardrail', 'van', 'unmarked_car', 'cab', 'rented_car', 'greyhound_bus', 'bicycle', 'police_cars', 'tour_bus', 'airfield', 'second_car', 'armored_personnel_carrier', 'motorcycle', 'convoys', 'white_van', 'motorcade', 'taxi_driver', 'airstrip', 'helicopters', 'bus_station', 'school_bus', 'stop_sign', 'tinted_windows', 'main_highway', 'amtrak_train', 'forklift', 'towing', 'main_road', 'hearse', 'short_distance', 'humvee', 'police_helicopter', 'freight_train', 'roadblock', 'rig', 'police_cruiser', 'patrol', 'bus_stop', 'freighter', 'pothole', 'television_crew', 'red_light', 'taxicab', 'caravan', 'satellite_phone', 'small_plane', 'ferry', 'station_wagon', 'central_baghdad', 'ambulance', 'commuter_train', 'humvees', 'uturn', 'city_bus', 'flatbed_truck', 'bus', 'armored_vehicle', 'pickup_truck', 'dump_truck', 'trolley', 'armored_cars', 'yellow_cab', 'driving', '18wheeler', 'radio', 'curb', 'unmarked_police_car', 'other_car', 'garbage_truck', 'american_helicopters', 'airport', 'traffic_light', 'checkpoint', 'sport_utility_vehicle', 'walkietalkie', 'cargo_plane', 'jeep', 'tarmac', 'unmarked_cars', 'limousine', 'several_cars', 'patrol_car', 'small_boat', 'police_van', 'train', 'fire_truck', 'gas_station', 'minibus', 'police_escort', 'delivery_truck', 'armored_vehicles', 'accident_scene', 'truck', 'singleengine_plane', 'freight_trains', 'taxis', 'second_plane', 'armed_men', 'car', 'jeeps', 'helicopter', 'police_car', 'tow_truck', 'oncoming_traffic', 'service_station', 'taxi', 'tractortrailer', 'last_car', 'passenger_train', 'fishing_boat', 'convoy', 'control_tower', 'police_station', 'driver']"
62,pet,"['feed', 'vet', 'buddy', 'furry', 'prancing']","['rattlesnake', 'squirrel', 'mommy', 'dachshund', 'piglets', 'waddling', 'crow', 'bathe', 'puppies', 'parrot', 'goldfish', 'tots', 'mutt', 'hamster', 'herd', 'pet', 'mama', 'pig', 'rooster', 'buddy', 'prancing', 'rat', 'cat', 'monkey', 'vet', 'feed', 'fleas', 'brood', 'cockroach', 'rope', 'bunny', 'gorilla', 'alligator', 'furry', 'peck', 'kitten', 'grandma', 'stray', 'pigeon', 'bark', 'cubs', 'grandpa', 'python', 'petted', 'devour', 'llama', 'puppy', 'fox', 'cuddling', 'bag', 'raccoon', 'iguana', 'gulp', 'cuddle', 'lizard', 'llamas', 'contentedly']"
63,childish,"['hyper', 'playful', 'protest', 'amusingly', 'tickle']","['uninhibited', 'comical', 'outbursts', 'bombastic', 'determinedly', 'muffled', 'mawkish', 'dissonant', 'bawdy', 'moody', 'teasing', 'weirdly', 'unruly', 'viscerally', 'pedantic', 'daringly', 'boisterous', 'sensual', 'anarchic', 'shrill', 'overwrought', 'unbearably', 'rants', 'ponderous', 'expressively', 'solemn', 'rhythmically', 'protest', 'comically', 'exclamations', 'jokey', 'raucous', 'playful', 'amusingly', 'humorless', 'didactic', 'mannerism', 'hyper', 'childish', 'mournful', 'languid', 'hushed', 'argumentative', 'caustic', 'dutiful', 'visceral', 'accusatory', 'exuberantly', 'hypnotic', 'shrieks', 'pensive', 'profane', 'contemplative', 'florid', 'distractingly', 'girlish', 'bluesy', 'funereal', 'celebratory', 'grotesque', 'primal', 'patter', 'vulgar', 'vulgarities', 'anguished', 'impassioned', 'howls', 'plaintive', 'sarcastic', 'spontaneous', 'meditative', 'tickle', 'sly', 'sardonic', 'brusque', 'strident', 'introspective', 'morbid', 'humorous', 'biting', 'mocking', 'campy', 'palpably', 'reverent', 'rant', 'exuberant', 'purposeful']"
64,cooking,"['chowder', 'steamed', 'kettle', 'serve', 'muffin']","['gnocchi', 'char', 'broiled', 'muffin', 'croutons', 'cornbread', 'chicken_breast', 'crispy', 'mango', 'strudel', 'omelet', 'collard_greens', 'chanterelles', 'cassoulet', 'snow_peas', 'kasha', 'serve', 'green_sauce', 'crusty_bread', 'black_beans', 'focaccia', 'shrimps', 'roasted_beets', 'cucumber', 'vinaigrette', 'sesame_seeds', 'iceberg_lettuce', 'gumbo', 'broiling', 'sticky_rice', 'puff_pastry', 'sea_salt', 'prunes', 'gratin', 'garnish', 'aioli', 'pesto', 'sorbet', 'custard', 'roast_duck', 'fondue', 'kettle', 'roasted_garlic', 'tempura', 'kimchi', 'pita', 'chorizo', 'pork_loin', 'potato_salad', 'chowder', 'cru00e8me_frau00eeche', 'guacamole', 'toasted_bread', 'fillet', 'squab', 'feta_cheese', 'basted', 'condiment', 'fritters', 'cooking', 'country_ham', 'grilled_vegetables', 'codfish', 'rice_wine', 'pistachios', 'sautu00e9ed', 'skewers', 'wasabi', 'mustard_sauce', 'meringue', 'flavor', 'fresh_berries', 'dumplings', 'feta', 'sourdough', 'porcini', 'miso', 'corn_bread', 'turbot', 'grits', 'cornichons', 'tartar_sauce', 'fava_beans', 'white_rice', 'halibut', 'okra', 'side_dish', 'monkfish', 'pickled', 'red_beans', 'flan', 'boiled_potatoes', 'pineapple', 'sweetbreads', 'stews', 'hazelnuts', 'grilled_eggplant', 'kebabs', 'roasted_chicken', 'confit', 'dipping_sauce', 'crab_meat', 'green_beans', 'venison', 'parmesan_cheese', 'cornmeal', 'steamed', 'sour_cream', 'lasagna', 'ragout', 'noodles', 'sea_scallops', 'gravy', 'tableside', 'truffle_oil', 'armagnac', 'portobello_mushrooms', 'crepes', 'tripe', 'yams', 'sea_bass', 'jumbo_shrimp', 'whole_fish', 'grilled_fish', 'horseradish', 'brioche', 'roast_chicken', 'bok_choy', 'paella', 'wild_rice', 'cream_sauce', 'pork_chops', 'ceviche', 'ratatouille', 'sauced', 'polenta', 'mahimahi', 'drizzled', 'grilled_chicken', 'couscous', 'poached', 'roast_beef', 'creme_fraiche', 'grilled_meat', 'fettuccine', 'sardines', 'root_vegetables', 'baked_beans', 'sauerkraut', 'fish_soup', 'ramekin', 'fresh_mozzarella', 'escarole', 'grouper', 'slaw', 'chutney', 'cottage_cheese', 'tomato_sauce', 'crostini', 'plantains', 'choucroute', 'brisket', 'cockles', 'gazpacho', 'stewed', 'grilled_tuna', 'creamed_spinach']"
65,exasperation,"['weariness', 'outraged', 'tirade', 'aggravate', 'disgust']","['defensiveness', 'ridicule', 'annoyance', 'incredulity', 'outrage', 'exasperated', 'recoiled', 'frustration', 'indecisiveness', 'scorn', 'cowed', 'tirade', 'disdain', 'loathing', 'consternation', 'seething', 'gloating', 'ill_will', 'vehemence', 'disgust', 'indignation', 'timidity', 'namecalling', 'dismay', 'feigned', 'unhappiness', 'weariness', 'anger', 'resentment', 'elation', 'agitation', 'revulsion', 'discouragement', 'seethed', 'belligerence', 'unease', 'aggravate', 'jubilation', 'outraged', 'apathy', 'venting', 'bafflement', 'fury', 'bewilderment', 'helplessness', 'contrition', 'rancor', 'distaste', 'indifference', 'irritated', 'apprehension', 'disgusted', 'inflamed', 'recrimination', 'enraged', 'bitterness', 'exasperation', 'indecision', 'dislike', 'derision', 'irritation', 'spasm', 'puzzlement', 'disapproval', 'impatience']"
66,religion,"['pope', 'sanctity', 'deity', 'religious', 'worship']","['orthodox', 'catholicism', 'catholic', 'christians', 'secular', 'jewish_tradition', 'religious_community', 'religion', 'doctrines', 'sacred', 'jewish_law', 'christianity', 'religious_beliefs', 'brotherhood', 'sects', 'beliefs', 'prayer', 'sacraments', 'pluralism', 'secular_world', 'piety', 'divinity', 'celibacy', 'religious_practice', 'john_paul_ii', 'other_religions', 'catholics', 'holiness', 'denomination', 'religious', 'rituals', 'church_teachings', 'papacy', 'roman_catholics', 'ordination', 'russian_orthodox_church', 'deity', 'religions', 'church', 'divine', 'the_orthodox_church', 'human_dignity', 'religious_tolerance', 'teachings', 'religious_freedom', 'catholic_church', 'nonviolence', 'sanctity', 'secularism', 'vatican', 'religious_group', 'the_holy_spirit', 'orthodoxy', 'torah', 'jewish_people', 'pope', 'saints', 'jesus', 'church_teaching', 'roman_catholicism', 'jewish_state', 'judaism', 'atheism', 'spiritual', 'john_paul', 'other_faiths', 'religious_life', 'the_roman_catholic_church', 'islam', 'prophet', 'buddhists', 'communion', 'liturgy', 'jewish_faith', 'organized_religion', 'religious_pluralism', 'common_people', 'religious_people', 'hindu', 'prophets', 'scripture', 'buddhist', 'veneration', 'apostles', 'hinduism', 'religious_traditions', 'shinto', 'buddhism', 'holy', 'martyrdom', 'dogma', 'religious_significance', 'devout', 'liberation_theology', 'religious_belief', 'christian_faith', 'liberty', 'the_church_of_england', 'gospel', 'sacrament', 'allah', 'worship', 'religious_faith', 'spirituality', 'jesus_christ', 'devoutly', 'orthodox_judaism', 'the_catholic_church', 'catholic_faith', 'eucharist', 'believers', 'christ', 'rabbis', 'laity', 'saint', 'repentance', 'faiths', 'church_doctrine', 'preaching']"
67,hipster,"['themed', 'costume', 'alternative', 'label', 'geek']","['mr_lagerfeld', 'outfits', 'themed', 'wigs', 'alternative', 'ms_prada', 'designer', 'labels', 'airs', 'thierry_mugler', 'armani', 'isaac_mizrahi', 'gaultier', 'karl_lagerfeld', 'evening_wear', 'michael_kors', 'lingerie', 'hipster', 'anna_sui', 'chanel', 'outfit', 'geek', 'vivienne_westwood', 'costume', 'minimalist', 'couture', 'mr_kors', 'balenciaga', 'denim', 'label', 'mr_mizrahi', 'other_designers', 'mr_armani', 'fashion_statement', 'mr_gaultier', 'wig', 'wardrobe', 'mr_lauren', 'retro', 'imitation']"
68,internet,"['laptop', 'hack', 'screen', 'web', 'edits']","['wirelessly', 'user', 'typewriter', 'software_program', 'cursor', 'click', 'hack', 'video_image', 'lens', 'hard_disk', 'printed_page', 'computer_screen', 'hacker', 'control_panel', 'floppy_disk', 'digital_camera', 'digital_information', 'computer_mouse', 'camcorder', 'hard_drive', 'personal_computer', 'attachments', 'typing', 'digital_pictures', 'camera', 'scrolling', 'viewfinder', 'remote_controls', 'pc', 'digital_images', 'folders', 'tv_screen', 'keyboard', 'magnifying_glass', 'gadget', 'console', 'computer_screens', 'scanner', 'desktop_computer', 'keypad', 'microchip', 'notebook', 'projector', 'computer_terminal', 'clicking', 'address_book', 'stylus', 'laptop_computer', 'display_screen', 'screen', 'web_page', 'laptop', 'word_processor', 'dashboard', 'computer_keyboard', 'screen_saver', 'web_pages', 'keystroke', 'television_screen', 'joystick', 'remote_control', 'videocassette_recorder', 'computer_user', 'palmtop', 'computer_chip', 'computer', 'internet', 'modem', 'digitally', 'spreadsheets', 'web', 'desktop', 'printer', 'clicks', 'tripod', 'bar_code', 'circuitry', 'mouse', 'real_time', 'tv_set', 'home_computer', 'edits', 'gizmo', 'computer_monitor']"
69,surprise,"['stunned', 'utter', 'comically', 'astonishment', 'terror']","['humiliation', 'recoiled', 'cowed', 'stunned', 'disbelief', 'loathing', 'savagery', 'grief', 'witnessing', 'utter', 'dismay', 'summoning', 'terror', 'fury', 'silence', 'apprehension', 'disgusted', 'anguish', 'exasperation', 'shock', 'outrage', 'comically', 'surprise', 'vehemence', 'disgust', 'hatred', 'weariness', 'anger', 'agitation', 'revulsion', 'jubilation', 'astonishment', 'amazement', 'rage', 'derision', 'irritation', 'defensiveness', 'perplexity', 'betrayal', 'incredulity', 'bewildered', 'bravado', 'agony', 'indignation', 'horrified', 'invective', 'belligerence', 'passivity', 'bewilderment', 'contrition', 'helplessness', 'hysteria', 'indifference', 'repelled', 'torment', 'impatience', 'regret', 'pained', 'dread', 'frustration', 'rejoicing', 'scorn', 'befuddlement', 'seething', 'glee', 'fright', 'horror', 'elation', 'ferocity', 'silenced', 'bafflement', 'betrayed', 'despair', 'exhilaration', 'cowardice', 'recrimination', 'incomprehension', 'puzzlement']"
70,reading,"['essay', 'ideas', 'thesis', 'research', 'note']","['scholarly', 'modern_science', 'tocqueville', 'own_experience', 'own_writing', 'psychoanalysis', 'general_readers', 'literature', 'heidegger', 'journal', 'dissertation', 'jung', 'ideas', 'english_language', 'journals', 'other_scholars', 'case_studies', 'astrology', 'social_science', 'cosmology', 'research_paper', 'relativity', 'great_books', 'concepts', 'pseudoscience', 'human_evolution', 'scientific_literature', 'historical_context', 'human_behavior', 'syllabus', 'hypothesis', 'texts', 'literary_criticism', 'afterword', 'latest_research', 'doctoral_thesis', 'deconstruction', 'personal_experiences', 'preface', 'note', 'general_reader', 'scientific_method', 'critique', 'close_reading', 'text', 'nietzsche', 'freud', 'writings', 'doctoral_dissertation', 'research', 'writing', 'earlier_work', 'insights', 'encyclopedia', 'reading', 'philosophy', 'kant', 'science', 'art_criticism', 'new_knowledge', 'anecdote', 'analogies', 'footnotes', 'scripture', 'reading_list', 'hegel', 'historical_research', 'methodology', 'treatise', 'own_work', 'personal_experience', 'thesis', 'textbook', 'economic_theory', 'own_research', 'essay', 'wittgenstein', 'heisenberg', 'historical_record', 'new_research', 'equations', 'book', 'world_view', 'quantum_physics', 'essays', 'theories', 'new_theory', 'discoveries']"
71,worship,"['gods', 'sanctity', 'unite', 'deity', 'religious']","['oppressor', 'catholicism', 'righteousness', 'revere', 'christians', 'secular', 'jewish_tradition', 'ideals', 'religion', 'unite', 'doctrines', 'atheists', 'sacred', 'social_order', 'pacifism', 'christianity', 'brotherhood', 'sects', 'beliefs', 'pluralism', 'subjugated', 'piety', 'divinity', 'oppressed', 'heretics', 'nobility', 'common_humanity', 'other_religions', 'free_people', 'holiness', 'religious', 'deities', 'individualism', 'tyranny', 'deity', 'ideologies', 'religions', 'divine', 'western_culture', 'idolatry', 'human_dignity', 'religious_tolerance', 'traditional_values', 'teachings', 'nonviolence', 'sanctity', 'secularism', 'oppressors', 'secular_society', 'orthodoxy', 'jewish_people', 'saints', 'humankind', 'nationhood', 'judaism', 'atheism', 'egalitarianism', 'other_faiths', 'common_people', 'religious_people', 'tenets', 'prophets', 'apostles', 'hinduism', 'religious_traditions', 'victimhood', 'buddhism', 'holy', 'god', 'sinners', 'martyrdom', 'cultural_identity', 'fanaticism', 'ruling_class', 'dogma', 'democratic_ideals', 'devout', 'gods', 'selfdetermination', 'religious_belief', 'christian_faith', 'liberty', 'subjugation', 'gospel', 'affirmation', 'allah', 'fatherland', 'worship', 'religious_faith', 'nonbelievers', 'jesus_christ', 'devoutly', 'peoples', 'obedience', 'believers', 'christ', 'national_identity', 'faiths', 'ethnic_identity', 'humanism']"
72,leader,"['ambassador', 'founder', 'executive', 'mission', 'committee']","['chief_executive', 'organization', 'deputy_chairman', 'acting_president', 'current_president', 'chief_executive_officer', 'new_post', 'committee', 'legal_department', 'former_president', 'new_president', 'new_chief', 'management_committee', 'chairwoman', 'current_chairman', 'representative', 'advisory_council', 'unesco', 'vice_chairman', 'transition_team', 'the_united_way_of_america', 'chief', 'top_official', 'secretary_general', 'cochairman', 'leader', 'former_head', 'trustee', 'board_member', 'the_world_jewish_congress', 'director_general', 'senior_adviser', 'new_committee', 'usoc', 'new_director', 'ambassador', 'new_chairman', 'advisory_board', 'lloyd_ward', 'mission', 'president', 'board_chairman', 'executive_committee', 'adviser', 'overseer', 'executive', 'founder', 'executive_director', 'chairman', 'official', 'member', 'new_head', 'steering_committee']"
73,independence,"['perseverance', 'rebellious', 'livelihood', 'discipline', 'feminist']","['virility', 'righteousness', 'provincialism', 'orthodoxy', 'selfdiscipline', 'intellectual_curiosity', 'nurturing', 'selflessness', 'ideals', 'discipline', 'ethic', 'strong_sense', 'morals', 'egalitarianism', 'social_justice', 'selfimprovement', 'individualism', 'common_man', 'machismo', 'intellect', 'cunning', 'esteem', 'feminist', 'honesty', 'selfcontrol', 'meritocracy', 'ruthlessness', 'manhood', 'social_conscience', 'own_sense', 'selfrespect', 'obedience', 'humility', 'independence', 'moral_sense', 'altruism', 'selfreliance', 'piety', 'good_manners', 'vocation', 'traditional_values', 'idealism', 'selfconfidence', 'manliness', 'perseverance', 'modesty', 'ethos', 'livelihood', 'selfimage', 'selfknowledge', 'selfsacrifice', 'selfishness', 'masculinity', 'persistence', 'rebellious', 'nobility']"
74,movement,"['walking', 'dance', 'move', 'slow', 'glide']","['movement', 'zooming', 'gliding', 'slow', 'whizzing', 'stride', 'bouncing', 'uphill', 'snake', 'galloping', 'glide', 'zip', 'lurch', 'pedal', 'swinging', 'whirl', 'single_file', 'hurrying', 'ambling', 'dance', 'crawl', 'striding', 'drift', 'walking', 'somersaults', 'darting', 'leap', 'descending', 'careering', 'glides', 'paddling', 'slink', 'dive', 'walk', 'pedaling', 'loping', 'whirling', 'circling', 'amble', 'meandering', 'bounding', 'hopping', 'dance_floor', 'trudging', 'obstacle_course', 'barreling', 'hurtling', 'wander', 'meander', 'dancing', 'swaying', 'bobbing', 'moving', 'dart', 'swooping', 'hurtle', 'hop', 'lurching', 'circle', 'drifting', 'bob', 'move', 'leaping']"
